Sales_Person,Geo,Product_ID,Date,Amount,Customers,Boxes
SP22,G5,P04,03/01/21,5397,66,300
SP08,G2,P16,03/01/21,3276,61,143
SP09,G4,P07,03/01/21,4102,14,187
SP02,G5,P18,03/01/21,476,86,18
SP14,G3,P16,03/01/21,4858,138,157
SP09,G3,P08,03/01/21,7259,69,404
SP08,G1,P03,03/02/21,6209,35,311
SP09,G4,P16,03/02/21,12390,269,539
SP20,G6,P21,03/02/21,686,103,41
SP18,G4,P01,03/02/21,9030,563,312
SP14,G3,P03,03/02/21,5376,48,256
SP24,G5,P17,03/02/21,2898,17,126
SP01,G2,P03,03/02/21,18900,13,945
SP18,G2,P11,03/02/21,5082,95,182
SP16,G5,P04,03/02/21,2016,177,107
SP10,G2,P20,03/02/21,847,145,50
SP10,G4,P15,03/03/21,4200,57,350
SP03,G4,P22,03/03/21,17577,190,977
SP09,G1,P09,03/03/21,861,108,96
SP03,G3,P07,03/03/21,3829,434,142
SP01,G6,P18,03/03/21,1155,238,37
SP19,G5,P15,03/03/21,11123,189,1391
SP22,G4,P15,03/03/21,8505,82,532
SP05,G2,P07,03/03/21,4130,152,138
SP14,G5,P01,03/03/21,420,43,15
SP07,G5,P06,03/03/21,994,92,63
SP13,G6,P05,03/03/21,3689,364,176
SP16,G2,P06,03/03/21,13195,124,880
SP12,G5,P16,03/04/21,6545,276,219
SP04,G2,P07,03/04/21,9982,399,357
SP21,G6,P13,03/04/21,6363,95,398
SP04,G5,P15,03/04/21,14336,50,1304
SP24,G1,P10,03/04/21,7063,182,253
SP17,G5,P11,03/04/21,5551,176,199
SP05,G2,P09,03/04/21,448,319,38
SP11,G6,P21,03/05/21,9121,66,481
SP04,G3,P09,03/05/21,6258,277,626
SP20,G3,P18,03/05/21,10752,111,347
SP08,G4,P13,03/05/21,12411,100,540
SP11,G5,P18,03/05/21,308,74,10
SP25,G2,P12,03/05/21,10689,296,764
SP04,G6,P07,03/05/21,448,98,16
SP11,G2,P05,03/05/21,4410,271,260
SP15,G6,P15,03/08/21,6265,501,570
SP05,G3,P21,03/08/21,7301,116,366
SP03,G5,P18,03/08/21,4802,330,185
SP14,G3,P01,03/08/21,1358,99,53
SP21,G2,P02,03/08/21,1610,284,147
SP03,G6,P22,03/08/21,63,106,3
SP05,G4,P21,03/08/21,161,55,8
SP02,G3,P03,03/08/21,1246,157,70
SP15,G1,P11,03/08/21,49,250,3
SP09,G2,P03,03/08/21,4032,150,202
SP18,G3,P09,03/08/21,1085,181,181
SP10,G2,P10,03/08/21,4347,135,174
SP15,G5,P17,03/08/21,7084,193,322
SP13,G3,P04,03/08/21,5383,117,300
SP06,G3,P12,03/08/21,1351,232,123
SP19,G5,P19,03/08/21,3591,455,257
SP13,G3,P12,03/08/21,1540,27,154
SP22,G2,P07,03/08/21,9884,113,341
SP18,G1,P13,03/08/21,9415,296,554
SP02,G5,P07,03/08/21,1778,52,66
SP17,G3,P04,03/08/21,8120,224,370
SP23,G6,P01,03/08/21,2849,128,95
SP13,G5,P13,03/08/21,2408,288,115
SP07,G3,P17,03/08/21,12075,265,549
SP06,G3,P18,03/08/21,2730,120,95
SP19,G6,P04,03/09/21,1778,267,112
SP18,G4,P09,03/09/21,4725,157,591
SP13,G3,P20,03/09/21,6405,40,338
SP03,G6,P08,03/09/21,2674,402,122
SP24,G1,P08,03/09/21,5908,149,311
SP24,G5,P03,03/09/21,7301,39,457
SP24,G2,P10,03/09/21,154,101,6
SP12,G2,P09,03/09/21,343,103,29
SP03,G4,P19,03/09/21,14903,136,1656
SP17,G4,P12,03/09/21,5390,482,318
SP09,G5,P03,03/09/21,553,105,27
SP23,G6,P10,03/09/21,7266,70,346
SP14,G4,P05,03/09/21,8792,32,419
SP05,G1,P04,03/09/21,8967,154,561
SP24,G1,P13,03/09/21,3661,269,167
SP13,G4,P19,03/10/21,1344,8,112
SP15,G5,P09,03/10/21,10262,168,856
SP03,G1,P05,03/10/21,4480,128,264
SP21,G4,P22,03/10/21,7784,100,300
SP01,G2,P17,03/10/21,19054,178,658
SP17,G4,P08,03/10/21,23268,80,1058
SP08,G1,P06,03/11/21,3885,242,195
SP17,G6,P06,03/11/21,7147,225,477
SP19,G1,P16,03/11/21,4571,62,164
SP23,G5,P20,03/11/21,7973,80,614
SP07,G6,P01,03/11/21,6055,213,202
SP09,G4,P03,03/11/21,847,213,43
SP08,G4,P09,03/11/21,4914,147,702
SP02,G5,P08,03/11/21,1358,204,76
SP01,G4,P17,03/11/21,1428,387,50
SP14,G2,P22,03/11/21,8764,50,439
SP25,G5,P03,03/11/21,10472,107,456
SP22,G6,P10,03/11/21,1960,65,70
SP03,G3,P06,03/11/21,10171,69,536
SP04,G3,P15,03/11/21,8253,13,551
SP01,G1,P16,03/11/21,9534,86,367
SP19,G3,P08,03/11/21,5936,199,350
SP01,G6,P06,03/12/21,154,172,8
SP08,G4,P18,03/12/21,5663,155,196
SP09,G6,P15,03/12/21,11298,14,1256
SP19,G3,P01,03/12/21,1309,237,49
SP03,G6,P06,03/12/21,3815,258,212
SP23,G5,P07,03/12/21,385,227,16
SP18,G2,P22,03/12/21,315,232,15
SP06,G1,P22,03/12/21,11823,453,657
SP03,G5,P07,03/12/21,2891,205,108
SP22,G6,P05,03/12/21,5278,54,264
SP20,G6,P10,03/12/21,8036,118,335
SP21,G6,P22,03/12/21,2940,142,128
SP02,G1,P22,03/12/21,8309,232,333
SP12,G1,P07,03/12/21,1820,18,63
SP08,G2,P09,03/12/21,1393,153,127
SP02,G4,P18,03/12/21,6440,235,215
SP07,G6,P16,03/12/21,2275,359,99
SP01,G6,P10,03/12/21,3941,209,180
SP23,G6,P19,03/12/21,49,78,4
SP18,G2,P03,03/12/21,3346,122,168
SP14,G1,P14,03/15/21,4592,445,511
SP21,G5,P12,03/15/21,8862,152,522
SP22,G4,P06,03/15/21,9590,133,640
SP04,G2,P13,03/15/21,7175,47,359
SP11,G1,P10,03/15/21,2534,119,91
SP02,G1,P06,03/15/21,1162,3,62
SP10,G3,P05,03/15/21,7042,173,470
SP06,G1,P20,03/15/21,7392,111,493
SP24,G3,P05,03/15/21,371,191,20
SP23,G4,P06,03/16/21,7728,151,368
SP20,G5,P18,03/16/21,518,223,21
SP08,G1,P07,03/16/21,8547,112,317
SP15,G5,P05,03/16/21,4018,34,192
SP21,G4,P17,03/16/21,6118,203,266
SP12,G4,P11,03/16/21,1582,119,55
SP23,G4,P13,03/16/21,3626,309,214
SP18,G3,P11,03/16/21,8981,152,360
SP08,G2,P19,03/16/21,3304,306,255
SP03,G6,P11,03/16/21,6076,74,196
SP04,G1,P15,03/16/21,12530,134,964
SP02,G2,P20,03/16/21,3675,273,283
SP15,G6,P04,03/16/21,434,152,28
SP10,G1,P20,03/16/21,5509,16,307
SP01,G1,P21,03/16/21,10843,228,517
SP01,G3,P09,03/16/21,7623,88,587
SP01,G3,P12,03/16/21,7623,152,636
SP01,G3,P10,03/17/21,6573,185,313
SP05,G1,P14,03/17/21,2520,95,149
SP04,G1,P21,03/17/21,910,14,54
SP24,G2,P19,03/17/21,5397,8,416
SP16,G3,P16,03/17/21,4263,464,158
SP19,G6,P17,03/17/21,7637,114,273
SP11,G3,P13,03/17/21,15239,156,953
SP23,G2,P08,03/17/21,7840,81,392
SP16,G3,P18,03/17/21,1302,298,51
SP16,G2,P17,03/17/21,3192,459,128
SP23,G4,P16,03/17/21,4312,79,188
SP18,G2,P16,03/17/21,6258,49,224
SP05,G2,P22,03/17/21,7931,257,418
SP19,G3,P22,03/17/21,2576,67,129
SP03,G1,P17,03/17/21,623,224,22
SP20,G6,P17,03/17/21,7567,254,292
SP13,G1,P22,03/18/21,6363,179,266
SP02,G3,P22,03/18/21,1645,97,75
SP25,G3,P19,03/18/21,12740,72,980
SP12,G3,P20,03/18/21,6755,504,483
SP15,G1,P12,03/18/21,13321,119,833
SP09,G5,P21,03/18/21,1078,41,57
SP14,G3,P08,03/18/21,13104,77,624
SP07,G3,P18,03/18/21,10241,74,366
SP19,G6,P13,03/19/21,1904,316,112
SP15,G3,P20,03/19/21,4116,89,217
SP09,G3,P10,03/19/21,1302,24,55
SP03,G3,P10,03/19/21,4606,186,210
SP25,G1,P06,03/19/21,8526,153,569
SP19,G3,P17,03/22/21,13832,187,577
SP03,G6,P17,03/22/21,10962,24,392
SP04,G1,P05,03/22/21,5383,212,317
SP25,G5,P15,03/22/21,2856,138,179
SP19,G2,P16,03/22/21,2954,143,96
SP05,G2,P10,03/22/21,14385,230,600
SP10,G6,P06,03/22/21,10346,88,647
SP24,G1,P20,03/22/21,1568,199,83
SP11,G6,P16,03/22/21,3682,152,148
SP02,G1,P11,03/22/21,5544,162,185
SP02,G2,P11,03/22/21,252,48,10
SP06,G3,P08,03/22/21,6230,68,271
SP15,G4,P11,03/23/21,3724,37,129
SP02,G4,P12,03/23/21,5544,59,427
SP01,G6,P04,03/23/21,8624,54,392
SP17,G1,P02,03/23/21,4627,135,515
SP01,G5,P12,03/23/21,13237,374,1019
SP08,G3,P05,03/23/21,3143,298,158
SP22,G3,P16,03/23/21,8631,83,376
SP06,G3,P21,03/23/21,4886,343,288
SP18,G4,P03,03/23/21,5012,71,295
SP20,G2,P05,03/23/21,7847,353,462
SP01,G3,P02,03/24/21,2709,203,301
SP20,G6,P01,03/24/21,8918,295,372
SP02,G6,P17,03/24/21,11942,436,543
SP08,G6,P19,03/24/21,19173,42,1279
SP16,G1,P17,03/24/21,2590,209,87
SP16,G4,P04,03/24/21,2555,73,160
SP10,G5,P05,03/24/21,861,80,46
SP07,G5,P17,03/24/21,11956,282,544
SP07,G4,P19,03/24/21,8589,226,661
SP05,G6,P22,03/24/21,6496,196,361
SP20,G3,P01,03/24/21,5299,203,204
SP13,G6,P21,03/24/21,4858,174,324
SP15,G4,P08,03/24/21,357,204,19
SP08,G1,P02,03/24/21,5264,182,405
SP09,G5,P10,03/24/21,7896,83,304
SP05,G2,P15,03/24/21,9548,173,796
SP08,G5,P04,03/24/21,3024,240,178
SP17,G4,P01,03/24/21,12257,365,409
SP05,G3,P01,03/24/21,5327,2,184
SP18,G6,P11,03/24/21,784,208,33
SP08,G6,P13,03/25/21,5824,248,278
SP25,G4,P22,03/25/21,11354,119,494
SP11,G3,P15,03/25/21,7245,185,725
SP16,G4,P12,03/25/21,2870,480,160
SP25,G4,P09,03/25/21,721,191,91
SP04,G2,P01,03/25/21,1274,197,42
SP15,G6,P03,03/25/21,12187,266,717
SP19,G4,P05,03/25/21,17969,77,899
SP19,G5,P17,03/25/21,2471,174,103
SP13,G6,P13,03/25/21,2296,52,100
SP21,G4,P03,03/25/21,10801,35,636
SP01,G5,P07,03/25/21,3031,49,117
SP01,G2,P12,03/25/21,112,252,11
SP03,G5,P17,03/25/21,329,130,14
SP03,G4,P12,03/25/21,9590,154,600
SP09,G3,P07,03/25/21,3220,209,115
SP04,G1,P11,03/25/21,9660,106,358
SP08,G1,P14,03/25/21,9737,184,886
SP05,G6,P15,03/25/21,3899,199,488
SP10,G6,P18,03/26/21,1477,58,48
SP15,G5,P10,03/26/21,4242,324,152
SP25,G2,P19,03/26/21,8946,163,895
SP25,G1,P09,03/26/21,14504,150,1813
SP15,G4,P18,03/26/21,6433,130,202
SP06,G3,P11,03/26/21,9261,143,343
SP20,G4,P13,03/26/21,756,71,38
SP03,G2,P15,03/26/21,4018,10,447
SP12,G5,P08,03/26/21,168,281,9
SP03,G3,P17,03/26/21,4004,16,149
SP13,G5,P08,03/26/21,6272,133,299
SP08,G1,P19,03/26/21,5215,87,348
SP03,G4,P10,03/26/21,3094,21,148
SP21,G5,P08,03/26/21,9324,171,583
SP23,G6,P16,03/26/21,20447,78,758
SP07,G1,P15,03/26/21,14189,19,1183
SP13,G1,P20,03/26/21,6503,231,434
SP06,G2,P12,03/26/21,2212,24,202
SP11,G4,P21,03/26/21,2975,45,142
SP14,G2,P14,03/29/21,4788,217,342
SP13,G2,P14,03/29/21,9604,201,565
SP21,G4,P07,03/29/21,616,181,24
SP20,G2,P02,03/29/21,7644,4,695
SP07,G1,P02,03/29/21,4193,153,263
SP18,G5,P05,03/29/21,6132,183,307
SP20,G4,P20,03/29/21,7896,302,376
SP22,G4,P16,03/29/21,2576,332,96
SP13,G1,P04,03/29/21,2821,197,157
SP07,G5,P11,03/29/21,12103,88,485
SP02,G3,P20,03/29/21,5271,330,377
SP12,G2,P15,03/29/21,5117,66,512
SP08,G6,P09,03/30/21,4767,232,434
SP04,G1,P17,03/30/21,20076,29,670
SP25,G4,P06,03/30/21,2583,206,185
SP20,G4,P09,03/30/21,14210,39,2030
SP01,G3,P15,03/30/21,4403,25,315
SP03,G5,P10,03/30/21,12985,279,619
SP14,G3,P13,03/30/21,1358,63,68
SP01,G1,P15,03/30/21,203,330,19
SP06,G5,P06,03/30/21,1281,275,99
SP22,G5,P16,03/30/21,13475,119,539
SP19,G6,P14,03/30/21,1547,200,119
SP04,G1,P03,03/31/21,6013,217,317
SP20,G5,P19,03/31/21,10703,21,1071
SP10,G3,P11,03/31/21,7630,236,306
SP21,G2,P06,03/31/21,5369,251,384
SP03,G5,P21,03/31/21,7917,115,360
SP02,G5,P06,03/31/21,259,116,17
SP10,G2,P16,04/01/21,3115,22,112
SP14,G6,P06,04/01/21,10731,117,537
SP18,G6,P06,04/01/21,2352,21,181
SP03,G2,P08,04/01/21,5138,51,303
SP17,G1,P09,04/01/21,1428,194,102
SP07,G5,P13,04/01/21,3598,17,157
SP04,G5,P06,04/01/21,10528,21,555
SP15,G3,P11,04/02/21,2100,242,70
SP21,G1,P01,04/02/21,6797,218,262
SP14,G2,P17,04/02/21,6202,52,249
SP05,G5,P01,04/02/21,8001,4,348
SP08,G2,P05,04/02/21,13832,294,814
SP13,G2,P19,04/02/21,1568,181,121
SP13,G6,P07,04/02/21,3129,127,112
SP05,G5,P11,04/02/21,6944,2,278
SP14,G6,P16,04/02/21,7672,17,265
SP08,G6,P08,04/02/21,4137,200,197
SP14,G2,P03,04/02/21,1365,155,72
SP12,G4,P04,04/02/21,7238,381,453
SP14,G4,P03,04/02/21,10500,355,457
SP18,G2,P20,04/02/21,6790,129,453
SP14,G1,P19,04/02/21,7203,63,515
SP22,G1,P15,04/02/21,6202,86,443
SP02,G2,P14,04/05/21,8351,1,696
SP24,G1,P19,04/05/21,980,437,109
SP11,G5,P13,04/05/21,12908,182,562
SP09,G3,P19,04/05/21,4473,302,320
SP04,G1,P18,04/06/21,3066,155,93
SP16,G1,P07,04/06/21,4053,329,177
SP04,G6,P08,04/06/21,3024,155,152
SP13,G5,P16,04/07/21,2100,147,68
SP20,G5,P10,04/07/21,2555,156,112
SP09,G6,P16,04/07/21,6559,208,243
SP19,G3,P06,04/07/21,8176,183,390
SP04,G6,P03,04/07/21,17675,197,884
SP18,G5,P15,04/07/21,11004,175,1223
SP25,G4,P01,04/07/21,2233,292,77
SP05,G2,P01,04/07/21,16359,14,712
SP06,G6,P19,04/07/21,3192,21,228
SP14,G3,P06,04/07/21,5313,275,380
SP19,G3,P04,04/07/21,1841,223,97
SP02,G6,P10,04/07/21,9884,13,396
SP04,G4,P14,04/07/21,3066,268,205
SP09,G3,P18,04/07/21,11207,254,362
SP11,G1,P02,04/07/21,6321,86,452
SP10,G1,P09,04/07/21,5299,62,663
SP02,G5,P21,04/08/21,11578,63,552
SP25,G1,P08,04/08/21,4298,201,239
SP16,G5,P15,04/08/21,9548,17,682
SP10,G4,P10,04/08/21,5663,25,236
SP10,G6,P10,04/08/21,329,260,15
SP10,G4,P05,04/08/21,9275,165,489
SP12,G5,P11,04/08/21,77,133,3
SP10,G1,P04,04/08/21,4256,110,224
SP23,G6,P03,04/09/21,4018,413,237
SP15,G6,P05,04/09/21,6699,138,479
SP24,G2,P13,04/09/21,4571,17,241
SP05,G5,P13,04/09/21,4193,79,200
SP18,G2,P09,04/09/21,392,175,28
SP11,G6,P03,04/09/21,3192,18,146
SP05,G3,P22,04/09/21,154,48,7
SP06,G6,P07,04/09/21,5502,112,212
SP14,G6,P09,04/09/21,4389,365,439
SP08,G5,P08,04/09/21,12215,120,764
SP13,G6,P09,04/09/21,1960,50,140
SP23,G1,P12,04/09/21,994,389,77
SP19,G4,P10,04/09/21,3731,41,150
SP22,G2,P22,04/12/21,11851,45,456
SP18,G4,P18,04/12/21,7798,77,289
SP10,G4,P08,04/12/21,658,82,32
SP18,G1,P15,04/12/21,18963,191,1355
SP10,G1,P08,04/12/21,574,383,34
SP12,G3,P18,04/12/21,763,47,28
SP16,G3,P02,04/12/21,1295,218,108
SP12,G2,P10,04/12/21,1281,349,61
SP19,G3,P15,04/12/21,6657,364,606
SP16,G3,P05,04/12/21,1533,129,110
SP21,G6,P08,04/12/21,2534,36,121
SP23,G2,P14,04/12/21,3808,74,224
SP09,G4,P08,04/12/21,7637,90,425
SP12,G3,P02,04/13/21,5397,37,416
SP01,G5,P16,04/13/21,5649,97,202
SP20,G3,P07,04/13/21,2996,136,116
SP04,G5,P16,04/13/21,2247,351,87
SP09,G2,P09,04/13/21,1092,136,84
SP13,G1,P05,04/13/21,4368,23,292
SP01,G3,P14,04/13/21,868,90,87
SP07,G2,P01,04/13/21,8729,35,364
SP13,G2,P08,04/13/21,2065,17,130
SP07,G4,P08,04/13/21,6293,48,274
SP05,G4,P19,04/13/21,7602,247,761
SP16,G3,P03,04/13/21,10150,223,598
SP10,G6,P03,04/13/21,11081,311,739
SP14,G2,P04,04/13/21,588,41,27
SP22,G6,P19,04/13/21,3710,129,413
SP24,G4,P04,04/14/21,371,121,27
SP21,G4,P13,04/14/21,2254,69,119
SP12,G5,P22,04/14/21,2345,70,112
SP01,G5,P02,04/14/21,18473,6,2053
SP04,G2,P16,04/14/21,1680,26,58
SP17,G2,P13,04/14/21,4508,16,215
SP02,G5,P04,04/15/21,8463,284,385
SP19,G1,P15,04/15/21,931,269,117
SP13,G3,P06,04/15/21,12460,197,623
SP02,G5,P01,04/15/21,868,78,37
SP21,G6,P18,04/15/21,301,117,13
SP10,G1,P15,04/15/21,434,116,37
SP17,G6,P22,04/15/21,2058,2,115
SP25,G3,P14,04/15/21,9597,167,873
SP16,G1,P03,04/16/21,13314,198,784
SP21,G6,P15,04/16/21,630,106,70
SP04,G2,P04,04/16/21,8918,31,446
SP15,G1,P18,04/16/21,7133,446,223
SP23,G5,P12,04/16/21,1638,106,97
SP16,G1,P02,04/16/21,8253,262,551
SP02,G1,P01,04/16/21,5950,30,192
SP13,G4,P02,04/16/21,7000,5,875
SP15,G3,P16,04/16/21,2030,162,89
SP23,G1,P03,04/16/21,8337,306,439
SP03,G1,P01,04/16/21,1876,171,79
SP09,G3,P06,04/16/21,9352,293,446
SP02,G1,P02,04/16/21,5621,154,625
SP03,G1,P09,04/16/21,6062,12,674
SP17,G2,P04,04/16/21,5054,154,266
SP10,G2,P11,04/16/21,7581,239,237
SP13,G2,P10,04/16/21,7763,125,353
SP14,G5,P14,04/16/21,9387,181,626
SP01,G3,P13,04/16/21,966,163,57
SP12,G1,P03,04/16/21,5278,27,278
SP19,G4,P14,04/16/21,18354,275,1669
SP16,G1,P10,04/16/21,1330,161,61
SP24,G3,P06,04/16/21,1155,91,83
SP17,G2,P09,04/16/21,4669,101,667
SP08,G3,P12,04/16/21,4676,25,293
SP11,G2,P11,04/16/21,602,19,21
SP22,G5,P08,04/19/21,13090,133,770
SP15,G5,P07,04/19/21,11928,159,459
SP09,G5,P11,04/19/21,4634,244,145
SP02,G6,P20,04/19/21,5292,72,252
SP19,G6,P22,04/19/21,9065,56,378
SP04,G6,P10,04/19/21,12299,338,560
SP11,G4,P18,04/19/21,6818,172,273
SP02,G4,P20,04/19/21,3773,81,252
SP13,G6,P02,04/19/21,5138,82,367
SP09,G5,P20,04/19/21,4557,20,269
SP01,G5,P03,04/19/21,2751,128,138
SP18,G5,P19,04/19/21,10906,8,779
SP20,G2,P21,04/19/21,5621,7,256
SP13,G2,P13,04/20/21,2471,64,155
SP05,G2,P14,04/20/21,6139,9,410
SP12,G2,P07,04/20/21,2807,151,128
SP18,G5,P04,04/20/21,8169,142,454
SP13,G5,P05,04/20/21,8785,280,586
SP01,G4,P22,04/20/21,5628,33,256
SP11,G2,P14,04/20/21,1302,7,77
SP18,G5,P22,04/20/21,9282,188,387
SP04,G2,P18,04/20/21,4046,96,162
SP22,G3,P07,04/20/21,10605,169,442
SP06,G1,P02,04/20/21,5929,25,539
SP08,G3,P18,04/20/21,2611,175,105
SP03,G1,P15,04/20/21,7686,51,769
SP07,G2,P14,04/20/21,2786,98,164
SP22,G1,P19,04/20/21,4123,247,516
SP17,G6,P21,04/20/21,1477,111,78
SP05,G6,P17,04/20/21,12040,255,416
SP13,G6,P12,04/20/21,4340,277,310
SP15,G4,P21,04/20/21,2639,526,126
SP14,G4,P09,04/21/21,7931,377,1322
SP13,G4,P07,04/21/21,1078,298,45
SP19,G5,P13,04/21/21,8680,429,362
SP18,G4,P08,04/21/21,8967,15,427
SP14,G2,P11,04/21/21,12075,258,465
SP05,G6,P12,04/21/21,4396,68,294
SP11,G4,P16,04/21/21,2877,84,96
SP14,G4,P04,04/21/21,1659,291,104
SP16,G5,P19,04/21/21,616,30,42
SP08,G6,P03,04/21/21,7021,124,469
SP23,G2,P19,04/21/21,3255,119,296
SP20,G3,P15,04/21/21,5516,269,613
SP22,G6,P14,04/21/21,18039,148,1289
SP11,G6,P18,04/21/21,12593,254,394
SP18,G4,P16,04/21/21,1981,28,67
SP05,G2,P04,04/21/21,6552,112,410
SP08,G2,P04,04/21/21,10682,213,629
SP16,G6,P19,04/21/21,11046,156,789
SP22,G2,P05,04/21/21,4263,140,225
SP01,G6,P09,04/21/21,5558,440,464
SP23,G3,P18,04/22/21,4214,155,128
SP09,G1,P13,04/22/21,7301,46,406
SP04,G3,P19,04/22/21,4473,179,373
SP10,G4,P11,04/22/21,11081,349,462
SP24,G4,P05,04/22/21,1120,274,75
SP18,G3,P08,04/22/21,10297,48,430
SP20,G6,P02,04/22/21,1869,343,234
SP10,G1,P13,04/22/21,12229,182,644
SP16,G2,P04,04/22/21,7707,173,482
SP02,G2,P18,04/22/21,1351,150,55
SP12,G1,P16,04/22/21,7035,185,252
SP01,G4,P07,04/22/21,3178,323,114
SP10,G4,P19,04/22/21,3668,336,408
SP07,G3,P09,04/22/21,15295,160,1700
SP18,G2,P18,04/22/21,9667,227,323
SP20,G5,P03,04/22/21,7308,171,488
SP07,G2,P04,04/22/21,6888,18,328
SP23,G1,P08,04/22/21,1085,183,46
SP13,G4,P22,04/22/21,3549,492,148
SP15,G4,P09,04/23/21,245,365,21
SP04,G5,P21,04/23/21,525,166,24
SP25,G4,P18,04/23/21,9373,200,313
SP02,G2,P08,04/23/21,3822,155,225
SP14,G1,P05,04/23/21,4326,123,206
SP21,G5,P06,04/23/21,427,428,23
SP20,G3,P03,04/23/21,12236,61,816
SP05,G4,P13,04/23/21,4655,124,259
SP11,G4,P08,04/23/21,1246,359,78
SP07,G4,P17,04/23/21,11291,206,452
SP05,G1,P02,04/26/21,5530,45,395
SP03,G3,P14,04/26/21,7658,233,851
SP17,G2,P05,04/26/21,1204,199,67
SP21,G3,P16,04/26/21,7238,19,250
SP03,G5,P11,04/26/21,2359,284,91
SP16,G2,P05,04/26/21,4676,96,234
SP19,G2,P21,04/26/21,4893,229,233
SP12,G6,P21,04/26/21,5152,133,258
SP09,G5,P18,04/27/21,3808,376,142
SP09,G3,P22,04/27/21,6538,182,273
SP14,G6,P14,04/27/21,3486,295,249
SP01,G5,P11,04/27/21,4865,94,174
SP23,G6,P14,04/27/21,4606,74,384
SP22,G4,P17,04/27/21,35,380,2
SP03,G6,P20,04/27/21,6069,304,304
SP01,G1,P17,04/27/21,21,117,1
SP05,G4,P01,04/27/21,8071,16,299
SP11,G2,P19,04/27/21,2716,267,194
SP15,G1,P09,04/27/21,7574,136,842
SP20,G6,P05,04/27/21,931,48,52
SP21,G4,P04,04/27/21,9499,141,500
SP23,G1,P09,04/27/21,350,167,25
SP01,G6,P03,04/27/21,371,437,20
SP12,G6,P17,04/27/21,10367,156,432
SP09,G3,P13,04/27/21,9597,129,600
SP17,G5,P08,04/27/21,2443,379,102
SP04,G6,P18,04/27/21,3556,75,123
SP17,G4,P07,04/27/21,2457,261,82
SP04,G6,P14,04/27/21,16170,71,952
SP05,G4,P10,04/27/21,8456,178,302
SP08,G4,P05,04/27/21,28,147,2
SP02,G2,P13,04/27/21,10794,118,450
SP18,G4,P21,04/27/21,7539,10,444
SP01,G6,P17,04/28/21,2982,102,120
SP18,G2,P05,04/28/21,6237,73,347
SP12,G3,P14,04/28/21,11564,28,1285
SP15,G4,P05,04/28/21,105,73,7
SP03,G1,P16,04/29/21,10402,33,417
SP12,G5,P12,04/29/21,20993,411,1235
SP07,G6,P08,04/29/21,7658,190,383
SP25,G3,P05,04/29/21,1981,235,105
SP25,G3,P09,04/29/21,4816,64,402
SP09,G1,P22,04/29/21,3661,287,147
SP09,G1,P10,04/29/21,2688,580,128
SP01,G5,P18,04/29/21,2534,159,80
SP08,G6,P05,04/29/21,1820,81,91
SP13,G2,P21,04/29/21,5432,107,388
SP15,G2,P08,04/30/21,7189,117,400
SP13,G4,P01,04/30/21,6188,18,207
SP06,G2,P17,04/30/21,3283,260,150
SP21,G3,P02,04/30/21,6524,275,502
SP07,G5,P18,04/30/21,5180,32,192
SP09,G5,P15,04/30/21,12838,241,803
SP02,G4,P01,04/30/21,4648,114,194
SP08,G5,P22,04/30/21,3031,263,127
SP01,G5,P20,04/30/21,10990,152,785
SP09,G4,P12,04/30/21,1078,470,72
SP09,G3,P14,04/30/21,8218,114,822
SP22,G2,P15,04/30/21,10381,16,944
SP03,G5,P01,04/30/21,1085,196,41
SP03,G5,P15,04/30/21,3052,22,191
SP10,G5,P01,05/03/21,4214,148,151
SP11,G5,P19,05/03/21,3178,42,245
SP13,G5,P19,05/03/21,3066,194,384
SP19,G1,P12,05/03/21,9485,99,949
SP12,G3,P04,05/03/21,3955,2,264
SP24,G6,P03,05/03/21,6538,69,312
SP07,G4,P01,05/03/21,10178,9,329
SP18,G2,P17,05/03/21,7882,197,359
SP06,G5,P05,05/03/21,5943,285,372
SP06,G6,P02,05/03/21,4088,319,256
SP07,G1,P10,05/03/21,749,266,28
SP23,G1,P01,05/03/21,13958,185,451
SP07,G1,P03,05/03/21,5901,385,296
SP25,G4,P02,05/03/21,6342,64,793
SP15,G2,P14,05/03/21,315,335,19
SP03,G3,P15,05/03/21,147,84,14
SP15,G2,P11,05/03/21,10213,217,365
SP19,G2,P13,05/03/21,8484,398,386
SP07,G3,P06,05/03/21,532,78,26
SP18,G6,P04,05/03/21,8785,155,550
SP05,G1,P20,05/03/21,8001,203,572
SP21,G1,P09,05/03/21,364,234,37
SP02,G1,P12,05/03/21,2331,158,138
SP19,G2,P02,05/03/21,7665,93,480
SP24,G5,P20,05/03/21,2905,341,224
SP24,G6,P13,05/03/21,6230,426,260
SP02,G4,P02,05/03/21,2758,51,345
SP01,G1,P19,05/03/21,2352,136,181
SP02,G6,P16,05/03/21,2779,53,93
SP05,G4,P18,05/03/21,7,551,1
SP10,G5,P07,05/04/21,3213,142,111
SP20,G4,P04,05/04/21,9275,3,489
SP05,G4,P04,05/04/21,4368,87,199
SP17,G4,P10,05/04/21,10633,14,409
SP08,G1,P04,05/04/21,11319,66,708
SP03,G3,P20,05/04/21,8799,126,518
SP18,G2,P10,05/04/21,2695,49,104
SP02,G6,P14,05/04/21,245,224,25
SP21,G4,P15,05/04/21,3647,85,406
SP02,G1,P18,05/04/21,6412,31,257
SP11,G4,P22,05/04/21,2905,149,112
SP02,G3,P11,05/04/21,13650,235,427
SP07,G1,P21,05/04/21,623,9,37
